imagepath,label,dataset
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6609.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7437.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4008.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8728.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5902.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7052.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3056.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2238.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_630.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9096.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9513.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4985.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9472.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5141.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5906.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6981.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4247.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3384.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7972.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2834.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6550.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1552.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7169.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5978.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2880.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1697.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9449.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_983.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8348.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2262.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7330.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1364.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8340.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5811.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5003.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_687.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7234.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_49.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5473.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_749.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5405.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8329.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8370.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8579.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1646.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8071.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3062.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8669.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7890.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9004.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9268.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_563.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_505.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8781.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4083.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3337.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5005.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4630.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3366.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1821.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1575.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8922.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5539.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8091.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_95.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1309.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4755.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4166.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4182.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9031.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8366.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6400.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_942.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5432.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_459.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7808.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7272.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3100.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1359.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8599.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5705.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7457.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5672.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1380.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1112.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_86.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5900.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4007.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2443.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3542.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9458.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_690.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5685.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7898.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_226.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2306.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7580.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9559.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3714.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4858.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7564.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3496.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3301.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_450.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4930.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8197.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9078.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5830.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2040.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2932.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8919.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1163.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9731.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8240.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_626.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3824.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6168.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_296.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8811.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3030.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8777.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9810.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5869.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2774.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2645.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4203.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6855.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7030.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3409.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4975.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6478.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5606.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1503.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4196.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_187.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1140.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7821.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2218.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3233.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_989.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_273.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1897.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8526.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5076.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1105.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7631.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_149.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5340.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2029.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2414.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7532.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9068.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9545.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8837.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_7013.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2967.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9337.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_317.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_3130.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_1859.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8356.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_8651.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_5087.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6429.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_4808.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_9805.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_2514.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_6052.jpg,plastic,train
/content/drive/Shareddrives/yeja/Garbage classification/plastic_copy/tri_0_912.jpg,plastic,train
